,borough,borough_lat,borough_lng,venue_name,venue_lat,venue_lng,venue_cat
0,Barking and Dagenham,51.54412847390868,0.1348300419287871,Capital Karts,51.53179160965401,0.11873874085872949,Go Kart Track
1,Barking and Dagenham,51.54412847390868,0.1348300419287871,Barking Park,51.54521668553514,0.08613355325603986,Park
2,Barking and Dagenham,51.54412847390868,0.1348300419287871,Central Park,51.559560186523925,0.16198065419715413,Park
3,Barking and Dagenham,51.54412847390868,0.1348300419287871,Mayesbrook Park,51.549841775595425,0.10854435429266397,Park
4,Barking and Dagenham,51.54412847390868,0.1348300419287871,Harrow Lodge Park,51.55564829744949,0.19792556762695312,Park
5,Barking and Dagenham,51.54412847390868,0.1348300419287871,Hornchurch Country Park,51.53923541686454,0.2089977264404297,Park
6,Barking and Dagenham,51.54412847390868,0.1348300419287871,Valentine's Park,51.568517612397414,0.06928956263739629,Park
7,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Eva Hart  (Wetherspoon),51.57045972337765,0.13034238231327877,Pub
8,Barking and Dagenham,51.54412847390868,0.1348300419287871,Fairlop Waters Country Park,51.59474845937328,0.0977182388305664,Park
9,Barking and Dagenham,51.54412847390868,0.1348300419287871,Wanstead Park,51.567300889149834,0.04120204984571483,Park
10,Barking and Dagenham,51.54412847390868,0.1348300419287871,Royal Arsenal Riverside,51.49454010295235,0.07212234459512225,Scenic Lookout
11,Barking and Dagenham,51.54412847390868,0.1348300419287871,McDonald's,51.53403975713192,0.0536277164165419,Fast Food Restaurant
12,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Range,51.57555018665147,0.18025394251008559,Furniture / Home Store
13,Barking and Dagenham,51.54412847390868,0.1348300419287871,Costa Coffee,51.57689015056579,0.17949732917977618,Coffee Shop
14,Barking and Dagenham,51.54412847390868,0.1348300419287871,Hylands Park,51.572074474750714,0.19115519130428085,Park
15,Barking and Dagenham,51.54412847390868,0.1348300419287871,Royal Arsenal,51.494544148020864,0.07213587454808272,History Museum
16,Barking and Dagenham,51.54412847390868,0.1348300419287871,Corner Kitchen,51.54909812797763,0.024972616163025967,Italian Restaurant
17,Barking and Dagenham,51.54412847390868,0.1348300419287871,Barking Abbey,51.53535188660234,0.07605408412892296,Park
18,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Taproom SE18,51.492198190539504,0.07145641410176054,Pub
19,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Reach Bar + Kitchen,51.506729805271924,0.07301467287201877,Gastropub
20,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Pipe Major,51.54579961156126,0.16585975885391235,Restaurant
21,Barking and Dagenham,51.54412847390868,0.1348300419287871,Moby Golf,51.579908126581444,0.14144197919714702,Mini Golf
22,Barking and Dagenham,51.54412847390868,0.1348300419287871,Wildwood Kitchen,51.561430698208426,0.22136504566542917,Italian Restaurant
23,Barking and Dagenham,51.54412847390868,0.1348300419287871,Forest Tavern,51.54978630371936,0.0245869036287618,Pub
24,Barking and Dagenham,51.54412847390868,0.1348300419287871,West Ham Park,51.53817854666128,0.017573999807666756,Park
25,Barking and Dagenham,51.54412847390868,0.1348300419287871,Wanstead Flats,51.55839654252552,0.028238296508789062,Park
26,Barking and Dagenham,51.54412847390868,0.1348300419287871,O'Neill's,51.558876037597656,0.07070869952440262,Irish Pub
27,Barking and Dagenham,51.54412847390868,0.1348300419287871,Wanstead Green,51.57422906910239,0.027658939361572266,Park
28,Barking and Dagenham,51.54412847390868,0.1348300419287871,Central Park,51.52880789708873,0.0529008338649011,Park
29,Barking and Dagenham,51.54412847390868,0.1348300419287871,Premiere Cinema,51.579411337301266,0.18565672644446166,Multiplex
30,Barking and Dagenham,51.54412847390868,0.1348300419287871,Hampton By Hilton London Docklands,51.50851265073924,0.0406639131515801,Hotel
31,Barking and Dagenham,51.54412847390868,0.1348300419287871,M&S Foodhall,51.493040621759036,0.0697658671289005,Grocery Store
32,Barking and Dagenham,51.54412847390868,0.1348300419287871,Vue,51.53214921342585,0.13500008748751743,Movie Theater
33,Barking and Dagenham,51.54412847390868,0.1348300419287871,Waitrose & Partners,51.55619857308449,0.2528916061515929,Supermarket
34,Barking and Dagenham,51.54412847390868,0.1348300419287871,Thames Barrier Park,51.50054165725097,0.034847259521484375,Park
35,Barking and Dagenham,51.54412847390868,0.1348300419287871,Nando's,51.53965459130261,0.08182801881372569,Portuguese Restaurant
36,Barking and Dagenham,51.54412847390868,0.1348300419287871,Taste Of India,51.542571513253435,0.05010722900190123,Indian Restaurant
37,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Wanstead Tap,51.55552727336909,0.01871358506114623,Bar
38,Barking and Dagenham,51.54412847390868,0.1348300419287871,Singburi,51.56162934316492,0.008715998001688074,Thai Restaurant
39,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Red Lion,51.56780049141469,0.010857614102849142,Pub
40,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Wild Goose Bakery,51.56832403818737,0.010952525447694815,Bakery
41,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Miller's Well  (Wetherspoon),51.53340553984411,0.05637946065273163,Pub
42,Barking and Dagenham,51.54412847390868,0.1348300419287871,Debenhams,51.579097345896464,0.18272017470028412,Department Store
43,Barking and Dagenham,51.54412847390868,0.1348300419287871,Nando's,51.562639820412464,0.2191482140640654,Portuguese Restaurant
44,Barking and Dagenham,51.54412847390868,0.1348300419287871,Cineworld,51.5576,0.0741,Movie Theater
45,Barking and Dagenham,51.54412847390868,0.1348300419287871,Marks & Spencer,51.559096447556065,0.07250776389930128,Clothing Store
46,Barking and Dagenham,51.54412847390868,0.1348300419287871,East london Gymnastics Club,51.514106774737556,0.060155068624099396,Gym / Fitness Center
47,Barking and Dagenham,51.54412847390868,0.1348300419287871,Saravanaa Bhavan,51.542468156114744,0.0502985187828753,Indian Restaurant
48,Barking and Dagenham,51.54412847390868,0.1348300419287871,Redbridge Cycling Centre,51.60599567386989,0.11691303295712968,Track
49,Barking and Dagenham,51.54412847390868,0.1348300419287871,Khyber Pass,51.552241,0.052645,Restaurant
50,Barking and Dagenham,51.54412847390868,0.1348300419287871,Ciao Bella,51.576103164474695,0.18281945165769764,Italian Restaurant
51,Barking and Dagenham,51.54412847390868,0.1348300419287871,Moxy Hotel London Excel,51.50856908812042,0.042150899607804604,Hotel
52,Barking and Dagenham,51.54412847390868,0.1348300419287871,Costa Coffee,51.576481064118624,0.18244785946385167,Coffee Shop
53,Barking and Dagenham,51.54412847390868,0.1348300419287871,Le Moulin,51.56131295705032,0.22073951615630985,Bakery
54,Barking and Dagenham,51.54412847390868,0.1348300419287871,Vijay's Chawalla,51.5387294628734,0.033241097262157654,Indian Restaurant
55,Barking and Dagenham,51.54412847390868,0.1348300419287871,Panda,51.56667027492539,0.010297031120745568,Dim Sum Restaurant
56,Barking and Dagenham,51.54412847390868,0.1348300419287871,M&S Foodhall,51.54277476668147,-0.004853023442125175,Grocery Store
57,Barking and Dagenham,51.54412847390868,0.1348300419287871,Starbucks,51.562498,0.220107,Coffee Shop
58,Barking and Dagenham,51.54412847390868,0.1348300419287871,Christchurch Green,51.5771540952049,0.024852328528557413,Park
59,Barking and Dagenham,51.54412847390868,0.1348300419287871,Secret Cinema,51.51595287431594,0.007426908848827241,Movie Theater
60,Barking and Dagenham,51.54412847390868,0.1348300419287871,Marks & Spencer,51.577580798421614,0.1823273254457017,Clothing Store
61,Barking and Dagenham,51.54412847390868,0.1348300419287871,Fish House,51.54821791255333,-0.009340102244853451,Fish & Chips Shop
62,Barking and Dagenham,51.54412847390868,0.1348300419287871,Marmelo Kitchen,51.56391292222736,-0.00592640197847489,Restaurant
63,Barking and Dagenham,51.54412847390868,0.1348300419287871,TeamSport Karting,51.49422733123344,0.03563073713856156,Go Kart Track
64,Barking and Dagenham,51.54412847390868,0.1348300419287871,Arch Rivals,51.55479,0.019658245,Restaurant
65,Barking and Dagenham,51.54412847390868,0.1348300419287871,Ibis Hotel,51.51456096656089,0.009150667229535659,Hotel
66,Barking and Dagenham,51.54412847390868,0.1348300419287871,Two Brewers,51.621963344601184,0.1200529932975769,Pub
67,Barking and Dagenham,51.54412847390868,0.1348300419287871,Chennai Dosa,51.53822466272572,0.051360218710006414,Indian Restaurant
68,Barking and Dagenham,51.54412847390868,0.1348300419287871,Loading Bar (Secret Weapon),51.540065176002344,0.0030418807404691607,Pub
69,Barking and Dagenham,51.54412847390868,0.1348300419287871,Sunborn Yacht Hotel London,51.507236044832794,0.02416585527052706,Hotel
70,Barking and Dagenham,51.54412847390868,0.1348300419287871,Luna The Home Of Live music,51.56831944359944,0.010347176221829945,Music Venue
71,Barking and Dagenham,51.54412847390868,0.1348300419287871,Victoria's Secret,51.54370603176934,-0.006378897356722303,Lingerie Store
72,Barking and Dagenham,51.54412847390868,0.1348300419287871,Gymbox,51.542275535857236,-0.008088770831800445,Gym / Fitness Center
73,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Gym London Chadwell Heath,51.56739335184435,0.11797870436862468,Gym
74,Barking and Dagenham,51.54412847390868,0.1348300419287871,Hollow Pond,51.57867750470795,0.008476638090492225,Lake
75,Barking and Dagenham,51.54412847390868,0.1348300419287871,Con Gusto,51.494542884359866,0.07221902752827794,Italian Restaurant
76,Barking and Dagenham,51.54412847390868,0.1348300419287871,Yi-Ban,51.507538912871084,0.04158382293991263,Chinese Restaurant
77,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Leyton Star,51.554056303955676,-0.005048366692669208,Pub
78,Barking and Dagenham,51.54412847390868,0.1348300419287871,Oxleas Wood,51.466621259286036,0.06966527629315813,Forest
79,Barking and Dagenham,51.54412847390868,0.1348300419287871,The Duke,51.58266281784245,0.02777328801621569,Pub
80,Barking and Dagenham,51.54412847390868,0.1348300419287871,Stubbers Adventure Centre,51.538968491837096,0.26740550994873047,Campground
81,Barking and Dagenham,51.54412847390868,0.1348300419287871,Street Feast,51.49112984058963,0.07065471225955387,Food Court
82,Barking and Dagenham,51.54412847390868,0.1348300419287871,Topman,51.54298714780918,-0.004647053678170431,Men's Store
83,Barking and Dagenham,51.54412847390868,0.1348300419287871,Rosso,51.60741771826939,0.03302991001286006,Italian Restaurant
84,Barking and Dagenham,51.54412847390868,0.1348300419287871,Pets at Home,51.56954322048787,0.18394644543026678,Pet Store
85,Barking and Dagenham,51.54412847390868,0.1348300419287871,Newham City Farm,51.51276885934135,0.042572021484375,Farm
86,Barking and Dagenham,51.54412847390868,0.1348300419287871,Ananthapuram (Traditional Kerala Restaurant),51.54051653343377,0.050632921508809735,Indian Restaurant
87,Barking and Dagenham,51.54412847390868,0.1348300419287871,Dial Arch,51.4922711725029,0.06992796822548684,Pub
88,Barking and Dagenham,51.54412847390868,0.1348300419287871,M&S Simply Food,51.55822,0.249898,Grocery Store
89,Barking and Dagenham,51.54412847390868,0.1348300419287871,Stratford Park,51.53746159936635,0.0067900321538149865,Park
90,Barking and Dagenham,51.54412847390868,0.1348300419287871,Perky Blenders,51.56818848626643,0.00812274395430496,Coffee Shop
91,Barking and Dagenham,51.54412847390868,0.1348300419287871,Sawmill,51.53936661761327,0.004073530318520167,Café
92,Barking and Dagenham,51.54412847390868,0.1348300419287871,Leyton Technical,51.55878121092489,-0.007328082369693447,Pub
93,Barking and Dagenham,51.54412847390868,0.1348300419287871,Starbucks,51.576281,0.181187,Coffee Shop
94,Barking and Dagenham,51.54412847390868,0.1348300419287871,T4 Tea For You 清茶達人,51.54356756594779,-0.005800579308746271,Bubble Tea Shop
95,Barking and Dagenham,51.54412847390868,0.1348300419287871,Yard Sale Pizza,51.567252,0.010819,Pizza Place
96,Barking and Dagenham,51.54412847390868,0.1348300419287871,Luppolo,51.57679239973006,0.027208612457438615,Pizza Place
97,Barking and Dagenham,51.54412847390868,0.1348300419287871,Costa Pronto,51.51441469329813,0.008015403017962322,Coffee Shop
98,Barking and Dagenham,51.54412847390868,0.1348300419287871,Theatre Royal Stratford East,51.542919928343885,0.000779223175519127,Indie Theater
99,Barking and Dagenham,51.54412847390868,0.1348300419287871,Aloft London ExCeL,51.50837185181526,0.035576820373535156,Hotel
100,Barnet,51.61621557978356,-0.20841597611377902,PowerLeague Mill Hill,51.60765383218206,-0.22666268808254064,Soccer Field
101,Barnet,51.61621557978356,-0.20841597611377902,Tintico,51.60111707190908,-0.1937450593977982,Coffee Shop
102,Barnet,51.61621557978356,-0.20841597611377902,RAF Museum London,51.598520671967464,-0.23873805999755857,History Museum
103,Barnet,51.61621557978356,-0.20841597611377902,Bohemia Bar,51.61530298870641,-0.176606810713685,Bar
104,Barnet,51.61621557978356,-0.20841597611377902,Divans,51.60547134466984,-0.18784697192525088,Turkish Restaurant
105,Barnet,51.61621557978356,-0.20841597611377902,Sunny Hill Cafe,51.59824477819324,-0.23176716393010416,Restaurant
106,Barnet,51.61621557978356,-0.20841597611377902,Laboratory Spa & Health Club,51.59875228544755,-0.23561607155028352,Spa
107,Barnet,51.61621557978356,-0.20841597611377902,Everyman,51.64679349064748,-0.18767533265441558,Movie Theater
108,Barnet,51.61621557978356,-0.20841597611377902,Campbell & Syme,51.589616517359204,-0.16320847989856463,Coffee Shop
109,Barnet,51.61621557978356,-0.20841597611377902,Ai Sushi,51.6174555986311,-0.17669576228337167,Sushi Restaurant
110,Barnet,51.61621557978356,-0.20841597611377902,K Cook,51.58387235583094,-0.2282005276851017,Korean Restaurant
111,Barnet,51.61621557978356,-0.20841597611377902,Carpe Diem,51.633162049733436,-0.17567592404787866,Coffee Shop
112,Barnet,51.61621557978356,-0.20841597611377902,The Gate,51.64199437534698,-0.2425815345677869,Pub
113,Barnet,51.61621557978356,-0.20841597611377902,Kosher Kingdom,51.57803654896019,-0.20723442414025434,Grocery Store
114,Barnet,51.61621557978356,-0.20841597611377902,Atari-Ya,51.58840036444909,-0.1998258104953071,Grocery Store
115,Barnet,51.61621557978356,-0.20841597611377902,Em's Coffee,51.632201229491116,-0.17547168596628904,Café
116,Barnet,51.61621557978356,-0.20841597611377902,David Lloyd Finchley,51.605859260240244,-0.1741531491279602,Gym / Fitness Center
117,Barnet,51.61621557978356,-0.20841597611377902,Waitrose & Partners,51.6114459,-0.1797448,Supermarket
118,Barnet,51.61621557978356,-0.20841597611377902,Victoria Park,51.60523055074609,-0.1846199276499771,Park
119,Barnet,51.61621557978356,-0.20841597611377902,Boulangerie Joie De Vie,51.61407918705592,-0.17680505490055815,Breakfast Spot
120,Barnet,51.61621557978356,-0.20841597611377902,Boyden's Kitchen,51.615233377796784,-0.14613644349415592,Café
121,Barnet,51.61621557978356,-0.20841597611377902,Hampstead Heath Extension,51.574242405048224,-0.185394287109375,Field
122,Barnet,51.61621557978356,-0.20841597611377902,That's Amore,51.579627,-0.198091,Italian Restaurant
123,Barnet,51.61621557978356,-0.20841597611377902,Mill Hill Golf Club,51.627944,-0.253174,Golf Course
124,Barnet,51.61621557978356,-0.20841597611377902,The Black Horse,51.653074676346264,-0.20671865927031788,Pub
125,Barnet,51.61621557978356,-0.20841597611377902,Daniels bakery,51.5856427937057,-0.19992200964782367,Bakery
126,Barnet,51.61621557978356,-0.20841597611377902,Golders Hill Park,51.56669363407261,-0.18923521041870117,Park
127,Barnet,51.61621557978356,-0.20841597611377902,Highgate Wood,51.58216326545963,-0.14908790588378906,Forest
128,Barnet,51.61621557978356,-0.20841597611377902,Spicy Grill,51.573863818553605,-0.20079464882877185,Korean Restaurant
129,Barnet,51.61621557978356,-0.20841597611377902,Kenwood House,51.57151334034223,-0.1668139763753377,History Museum
130,Barnet,51.61621557978356,-0.20841597611377902,Nando's,51.6045078173396,-0.17356944570371363,Portuguese Restaurant
131,Barnet,51.61621557978356,-0.20841597611377902,The Pergola and Hill Garden,51.56542649135512,-0.18350601196289062,Garden
132,Barnet,51.61621557978356,-0.20841597611377902,Seoul Plaza,51.58676722663513,-0.2107169449901888,Grocery Store
133,Barnet,51.61621557978356,-0.20841597611377902,John Lewis & Partners,51.575933,-0.224613,Department Store
134,Barnet,51.61621557978356,-0.20841597611377902,The Spaniards Inn,51.57001391262766,-0.1739225367292707,Pub
135,Barnet,51.61621557978356,-0.20841597611377902,Alexandra Palace,51.5934898451416,-0.13123687532813072,Event Space
136,Barnet,51.61621557978356,-0.20841597611377902,Hendon Park,51.579856490682914,-0.21976947784423828,Park
137,Barnet,51.61621557978356,-0.20841597611377902,Alexandra Park,51.592249,-0.125948,Park
138,Barnet,51.61621557978356,-0.20841597611377902,The Bull,51.57552663015683,-0.1507988779565945,Pub
139,Barnet,51.61621557978356,-0.20841597611377902,eat TOKYO,51.571634990034894,-0.19422500242882415,Sushi Restaurant
140,Barnet,51.61621557978356,-0.20841597611377902,Morrisons Colindale,51.59354941371572,-0.26016034989535924,Supermarket
141,Barnet,51.61621557978356,-0.20841597611377902,Sunshine Garden Centre,51.60282076661951,-0.13107584149708218,Garden Center
142,Barnet,51.61621557978356,-0.20841597611377902,Trent Park,51.65734307739644,-0.1490761363199131,Park
143,Barnet,51.61621557978356,-0.20841597611377902,Pets at Home,51.61123541224589,-0.14214217118505,Pet Store
